UMAP1,UMAP2,CellType,Group
-2.72899657620815,-3.05075253110212,cancercells,RD
-2.79987730693882,-3.22773830867999,cancercells,RD
-2.97063707836927,-3.41444352667263,cancercells,RD
-3.22294240480562,-3.57676143205925,cancercells,RD
-3.34536058923107,-3.84682209696966,cancercells,RD
-3.69635796636275,-3.91805825951212,cancercells,RD
-3.87025626075173,-4.14466545628256,cancercells,RD
-4.11096755197241,-4.08809954029141,cancercells,RD
-4.02536557155447,-4.38926182848013,cancercells,RD
-4.25179760246751,-4.27898423957775,cancercells,RD
-4.23122830812126,-4.4192892368282,cancercells,RD
-4.14577200401466,-4.68558539914071,cancercells,RD
-4.39066303377722,-4.88421883823867,cancercells,RD
-4.46648411968342,-5.16602243447814,cancercells,RD
-4.55219696630986,-5.67325563858155,cancercells,RD
-4.74521129894959,-5.98341688161446,cancercells,RD
-4.94624551902008,-6.3828371444749,cancercells,RD
-5.09863998562383,-6.69645662466118,cancercells,RD
-5.13583001977642,-6.8209327651047,cancercells,RD
-5.17286262861015,-6.98320764283738,cancercells,RD
-5.26955140739218,-7.1563849020064,cancercells,RD
-5.04965950268198,-7.5441694259828,cancercells,RD
-5.16271515600036,-7.68488944429115,cancercells,RD
-5.75544564091165,-7.56498125826183,cancercells,RD
-5.64273548348512,-7.86863984243405,cancercells,RD
-5.23482327643371,-8.13916652469157,cancercells,RD
-5.66035098102079,-8.07445305914321,cancercells,RD
-5.39373889089587,-8.55785643074895,cancercells,RD
-6.03519572446367,-8.31485381922167,cancercells,RD
-5.45019588344808,-8.80861770248454,cancercells,RD
-5.63408984323746,-8.79973590333833,cancercells,RD
-5.60227320056398,-8.97536469650208,cancercells,RD
-6.30701505984301,-8.75892516045301,cancercells,RD
-6.39974219604849,-8.8449297939786,cancercells,RD
-5.76733283620127,-9.4182055439238,cancercells,RD
-6.36915139152591,-9.15751931948822,cancercells,RD
-6.05244614971648,-9.59006400180125,cancercells,RD
-6.11763991613076,-9.62802828999232,cancercells,RD
-6.51715939417025,-9.68181484665483,cancercells,RD
-6.81349349368337,-9.71648992127758,cancercells,RD
-6.61853601578897,-10.1900550354842,cancercells,RD
-7.04334529634406,-10.143188284714,cancercells,RD
-6.95217208062136,-10.6287048077521,cancercells,RD
-7.07673072025103,-10.5544009673055,cancercells,RD
-7.37129845659109,-10.6001990951567,cancercells,RD
-7.42639563846067,-11.0690017556104,cancercells,RD
-7.47722458001543,-11.0363069862361,cancercells,RD
-7.64590364185851,-11.3035199571023,cancercells,RD
-7.76279217806777,-11.4477621337891,cancercells,RD
-7.99203502115948,-11.4957410425618,cancercells,RD
-8.30235685212507,-11.5681505096742,cancercells,RD
-8.47874985154094,-11.6720178361334,cancercells,RD
-8.79288928289519,-11.7813622920751,cancercells,RD
-9.21591589787418,-11.7780487444294,cancercells,RD
-9.3667575349361,-11.8800938457147,cancercells,RD
-9.59639152284572,-11.7823691690778,cancercells,RD
-9.70401278946512,-11.8878476653311,cancercells,RD
5.41814912404752,9.25278988702684,regulatorytcell,PCR
5.52056476904596,9.34607539366199,regulatorytcell,PCR
5.6672415656121,9.50965161876096,regulatorytcell,PCR
5.82460948093289,9.71747653183462,regulatorytcell,PCR
5.95417593831658,9.8479288287054,regulatorytcell,PCR
6.15641659172268,10.0451301080703,regulatorytcell,PCR
6.25568704341847,10.159247046409,regulatorytcell,PCR
